entity_type,entity_id,zone_id,date,anomaly_type
bin,AMD-BIN-0230,AMD-Z-12,2025-09-06,repeated_overflow
bin,AMD-BIN-0030,AMD-Z-02,2025-09-06,weekend_spike
bin,AMD-BIN-0180,AMD-Z-10,2025-09-06,weekend_spike
bin,AMD-BIN-0155,AMD-Z-08,2025-09-06,repeated_overflow
bin,AMD-BIN-0233,AMD-Z-13,2025-09-06,festival_overload
bin,AMD-BIN-0283,AMD-Z-16,2025-09-06,composition_shift
bin,AMD-BIN-0097,AMD-Z-05,2025-09-06,repeated_overflow
bin,AMD-BIN-0068,AMD-Z-04,2025-09-06,weekend_spike
bin,AMD-BIN-0028,AMD-Z-02,2025-09-06,weekend_spike
bin,AMD-BIN-0349,AMD-Z-19,2025-09-07,repeated_overflow
bin,AMD-BIN-0483,AMD-Z-27,2025-09-07,illegal_dumping_spike
bin,AMD-BIN-0555,AMD-Z-31,2025-09-07,repeated_overflow
bin,AMD-BIN-0397,AMD-Z-22,2025-09-07,illegal_dumping_spike
bin,AMD-BIN-0572,AMD-Z-32,2025-09-07,overnight_dumping
bin,AMD-BIN-0356,AMD-Z-20,2025-09-07,repeated_overflow
bin,AMD-BIN-0323,AMD-Z-18,2025-09-07,illegal_dumping_spike
bin,AMD-BIN-0565,AMD-Z-31,2025-09-07,festival_overload
bin,AMD-BIN-0226,AMD-Z-12,2025-09-07,festival_overload
bin,AMD-BIN-0576,AMD-Z-32,2025-09-07,composition_shift
bin,AMD-BIN-0267,AMD-Z-15,2025-09-07,collection_gap
bin,AMD-BIN-0283,AMD-Z-16,2025-09-07,composition_shift
bin,AMD-BIN-0215,AMD-Z-11,2025-09-07,collection_gap
bin,AMD-BIN-0277,AMD-Z-15,2025-09-07,repeated_overflow
bin,AMD-BIN-0230,AMD-Z-12,2025-09-07,repeated_overflow
bin,AMD-BIN-0030,AMD-Z-02,2025-09-07,weekend_spike
bin,AMD-BIN-0020,AMD-Z-01,2025-09-07,overnight_dumping
bin,AMD-BIN-0155,AMD-Z-08,2025-09-07,repeated_overflow
bin,AMD-BIN-0481,AMD-Z-27,2025-09-07,illegal_dumping_spike
bin,AMD-BIN-0097,AMD-Z-05,2025-09-07,repeated_overflow
zone,AMD-Z-09,AMD-Z-09,2025-09-07,zone_surge
bin,AMD-BIN-0555,AMD-Z-31,2025-09-08,repeated_overflow
bin,AMD-BIN-0572,AMD-Z-32,2025-09-08,overnight_dumping
bin,AMD-BIN-0289,AMD-Z-16,2025-09-08,collection_gap
bin,AMD-BIN-0430,AMD-Z-24,2025-09-08,composition_shift
bin,AMD-BIN-0323,AMD-Z-18,2025-09-08,illegal_dumping_spike
bin,AMD-BIN-0283,AMD-Z-16,2025-09-08,festival_overload
bin,AMD-BIN-0590,AMD-Z-33,2025-09-08,illegal_dumping_spike
bin,AMD-BIN-0226,AMD-Z-12,2025-09-08,festival_overload
bin,AMD-BIN-0576,AMD-Z-32,2025-09-08,composition_shift
bin,AMD-BIN-0267,AMD-Z-15,2025-09-08,collection_gap
bin,AMD-BIN-0327,AMD-Z-18,2025-09-08,illegal_dumping_spike
bin,AMD-BIN-0277,AMD-Z-15,2025-09-08,repeated_overflow
bin,AMD-BIN-0230,AMD-Z-12,2025-09-08,repeated_overflow
bin,AMD-BIN-0155,AMD-Z-08,2025-09-08,repeated_overflow
bin,AMD-BIN-0510,AMD-Z-28,2025-09-08,overnight_dumping
bin,AMD-BIN-0317,AMD-Z-18,2025-09-09,festival_overload
bin,AMD-BIN-0555,AMD-Z-31,2025-09-09,repeated_overflow
bin,AMD-BIN-0299,AMD-Z-17,2025-09-09,illegal_dumping_spike
bin,AMD-BIN-0289,AMD-Z-16,2025-09-09,collection_gap
bin,AMD-BIN-0503,AMD-Z-28,2025-09-09,festival_overload
bin,AMD-BIN-0590,AMD-Z-33,2025-09-09,illegal_dumping_spike
bin,AMD-BIN-0074,AMD-Z-04,2025-09-09,collection_gap
bin,AMD-BIN-0119,AMD-Z-06,2025-09-09,festival_overload
bin,AMD-BIN-0267,AMD-Z-15,2025-09-09,collection_gap
bin,AMD-BIN-0283,AMD-Z-16,2025-09-09,composition_shift
bin,AMD-BIN-0327,AMD-Z-18,2025-09-09,illegal_dumping_spike
bin,AMD-BIN-0155,AMD-Z-08,2025-09-09,repeated_overflow
bin,AMD-BIN-0510,AMD-Z-28,2025-09-09,overnight_dumping
bin,AMD-BIN-0375,AMD-Z-21,2025-09-09,illegal_dumping_spike
bin,AMD-BIN-0148,AMD-Z-08,2025-09-09,composition_shift
bin,AMD-BIN-0317,AMD-Z-18,2025-09-10,festival_overload
bin,AMD-BIN-0217,AMD-Z-12,2025-09-10,composition_shift
bin,AMD-BIN-0058,AMD-Z-03,2025-09-10,illegal_dumping_spike
bin,AMD-BIN-0299,AMD-Z-17,2025-09-10,illegal_dumping_spike
bin,AMD-BIN-0289,AMD-Z-16,2025-09-10,collection_gap
bin,AMD-BIN-0074,AMD-Z-04,2025-09-10,collection_gap
bin,AMD-BIN-0119,AMD-Z-06,2025-09-10,festival_overload
bin,AMD-BIN-0286,AMD-Z-16,2025-09-10,festival_overload
bin,AMD-BIN-0423,AMD-Z-24,2025-09-10,collection_gap
bin,AMD-BIN-0115,AMD-Z-06,2025-09-10,collection_gap
bin,AMD-BIN-0087,AMD-Z-05,2025-09-11,overnight_dumping
bin,AMD-BIN-0217,AMD-Z-12,2025-09-11,composition_shift
bin,AMD-BIN-0289,AMD-Z-16,2025-09-11,collection_gap
bin,AMD-BIN-0074,AMD-Z-04,2025-09-11,collection_gap
bin,AMD-BIN-0423,AMD-Z-24,2025-09-11,collection_gap
bin,AMD-BIN-0578,AMD-Z-32,2025-09-11,collection_gap
bin,AMD-BIN-0012,AMD-Z-01,2025-09-11,festival_overload
bin,AMD-BIN-0491,AMD-Z-27,2025-09-11,overnight_dumping
bin,AMD-BIN-0115,AMD-Z-06,2025-09-11,collection_gap
zone,AMD-Z-22,AMD-Z-22,2025-09-11,zone_surge
bin,AMD-BIN-0217,AMD-Z-12,2025-09-12,composition_shift
bin,AMD-BIN-0352,AMD-Z-20,2025-09-12,collection_gap
bin,AMD-BIN-0094,AMD-Z-05,2025-09-12,festival_overload
bin,AMD-BIN-0496,AMD-Z-28,2025-09-12,illegal_dumping_spike
bin,AMD-BIN-0582,AMD-Z-32,2025-09-12,illegal_dumping_spike
bin,AMD-BIN-0402,AMD-Z-22,2025-09-12,collection_gap
bin,AMD-BIN-0293,AMD-Z-16,2025-09-12,festival_overload
bin,AMD-BIN-0578,AMD-Z-32,2025-09-12,collection_gap
bin,AMD-BIN-0012,AMD-Z-01,2025-09-12,festival_overload
bin,AMD-BIN-0349,AMD-Z-19,2025-09-12,festival_overload
bin,AMD-BIN-0193,AMD-Z-11,2025-09-12,collection_gap
bin,AMD-BIN-0235,AMD-Z-13,2025-09-13,overnight_dumping
bin,AMD-BIN-0362,AMD-Z-20,2025-09-13,weekend_spike
bin,AMD-BIN-0312,AMD-Z-17,2025-09-13,weekend_spike
bin,AMD-BIN-0352,AMD-Z-20,2025-09-13,collection_gap
bin,AMD-BIN-0539,AMD-Z-30,2025-09-13,overnight_dumping
bin,AMD-BIN-0094,AMD-Z-05,2025-09-13,festival_overload
bin,AMD-BIN-0225,AMD-Z-12,2025-09-13,weekend_spike
bin,AMD-BIN-0511,AMD-Z-28,2025-09-13,weekend_spike
bin,AMD-BIN-0496,AMD-Z-28,2025-09-13,illegal_dumping_spike
bin,AMD-BIN-0240,AMD-Z-13,2025-09-13,weekend_spike
bin,AMD-BIN-0402,AMD-Z-22,2025-09-13,collection_gap
bin,AMD-BIN-0207,AMD-Z-11,2025-09-13,weekend_spike
bin,AMD-BIN-0072,AMD-Z-04,2025-09-13,illegal_dumping_spike
bin,AMD-BIN-0090,AMD-Z-05,2025-09-13,illegal_dumping_spike
bin,AMD-BIN-0193,AMD-Z-11,2025-09-13,collection_gap
bin,AMD-BIN-0366,AMD-Z-20,2025-09-13,illegal_dumping_spike
bin,AMD-BIN-0129,AMD-Z-07,2025-09-13,composition_shift
bin,AMD-BIN-0289,AMD-Z-16,2025-09-13,weekend_spike
bin,AMD-BIN-0235,AMD-Z-13,2025-09-14,overnight_dumping
bin,AMD-BIN-0362,AMD-Z-20,2025-09-14,weekend_spike
bin,AMD-BIN-0595,AMD-Z-33,2025-09-14,composition_shift
bin,AMD-BIN-0240,AMD-Z-13,2025-09-14,weekend_spike
bin,AMD-BIN-0137,AMD-Z-07,2025-09-14,illegal_dumping_spike
bin,AMD-BIN-0072,AMD-Z-04,2025-09-14,illegal_dumping_spike
bin,AMD-BIN-0052,AMD-Z-03,2025-09-14,collection_gap
bin,AMD-BIN-0483,AMD-Z-27,2025-09-14,collection_gap
bin,AMD-BIN-0090,AMD-Z-05,2025-09-14,illegal_dumping_spike
bin,AMD-BIN-0366,AMD-Z-20,2025-09-14,illegal_dumping_spike
bin,AMD-BIN-0289,AMD-Z-16,2025-09-14,weekend_spike
bin,AMD-BIN-0416,AMD-Z-23,2025-09-15,collection_gap
bin,AMD-BIN-0304,AMD-Z-17,2025-09-15,illegal_dumping_spike
bin,AMD-BIN-0265,AMD-Z-14,2025-09-15,repeated_overflow
bin,AMD-BIN-0431,AMD-Z-24,2025-09-15,collection_gap
bin,AMD-BIN-0595,AMD-Z-33,2025-09-15,composition_shift
bin,AMD-BIN-0331,AMD-Z-18,2025-09-15,collection_gap
bin,AMD-BIN-0361,AMD-Z-20,2025-09-15,illegal_dumping_spike
bin,AMD-BIN-0277,AMD-Z-15,2025-09-15,collection_gap
bin,AMD-BIN-0011,AMD-Z-01,2025-09-15,overnight_dumping
bin,AMD-BIN-0052,AMD-Z-03,2025-09-15,collection_gap
bin,AMD-BIN-0483,AMD-Z-27,2025-09-15,collection_gap
bin,AMD-BIN-0416,AMD-Z-23,2025-09-16,collection_gap
bin,AMD-BIN-0326,AMD-Z-18,2025-09-16,illegal_dumping_spike
bin,AMD-BIN-0265,AMD-Z-14,2025-09-16,repeated_overflow
bin,AMD-BIN-0431,AMD-Z-24,2025-09-16,collection_gap
bin,AMD-BIN-0241,AMD-Z-13,2025-09-16,festival_overload
bin,AMD-BIN-0331,AMD-Z-18,2025-09-16,collection_gap
bin,AMD-BIN-0361,AMD-Z-20,2025-09-16,illegal_dumping_spike
bin,AMD-BIN-0277,AMD-Z-15,2025-09-16,collection_gap
bin,AMD-BIN-0052,AMD-Z-03,2025-09-16,collection_gap
bin,AMD-BIN-0578,AMD-Z-32,2025-09-16,composition_shift
bin,AMD-BIN-0490,AMD-Z-27,2025-09-17,composition_shift
bin,AMD-BIN-0416,AMD-Z-23,2025-09-17,collection_gap
bin,AMD-BIN-0515,AMD-Z-29,2025-09-17,festival_overload
bin,AMD-BIN-0354,AMD-Z-20,2025-09-17,repeated_overflow
bin,AMD-BIN-0292,AMD-Z-16,2025-09-17,collection_gap
bin,AMD-BIN-0326,AMD-Z-18,2025-09-17,illegal_dumping_spike
bin,AMD-BIN-0265,AMD-Z-14,2025-09-17,repeated_overflow
bin,AMD-BIN-0431,AMD-Z-24,2025-09-17,collection_gap
bin,AMD-BIN-0241,AMD-Z-13,2025-09-17,festival_overload
bin,AMD-BIN-0153,AMD-Z-08,2025-09-17,collection_gap
bin,AMD-BIN-0440,AMD-Z-25,2025-09-17,collection_gap
bin,AMD-BIN-0520,AMD-Z-29,2025-09-17,festival_overload
bin,AMD-BIN-0039,AMD-Z-02,2025-09-17,overnight_dumping
bin,AMD-BIN-0140,AMD-Z-07,2025-09-17,illegal_dumping_spike
bin,AMD-BIN-0117,AMD-Z-06,2025-09-17,collection_gap
bin,AMD-BIN-0578,AMD-Z-32,2025-09-17,composition_shift
bin,AMD-BIN-0451,AMD-Z-25,2025-09-18,composition_shift
bin,AMD-BIN-0258,AMD-Z-14,2025-09-18,illegal_dumping_spike
bin,AMD-BIN-0360,AMD-Z-20,2025-09-18,composition_shift
bin,AMD-BIN-0330,AMD-Z-18,2025-09-18,illegal_dumping_spike
bin,AMD-BIN-0354,AMD-Z-20,2025-09-18,repeated_overflow
bin,AMD-BIN-0292,AMD-Z-16,2025-09-18,collection_gap
bin,AMD-BIN-0180,AMD-Z-10,2025-09-18,illegal_dumping_spike
bin,AMD-BIN-0265,AMD-Z-14,2025-09-18,repeated_overflow
bin,AMD-BIN-0091,AMD-Z-05,2025-09-18,collection_gap
bin,AMD-BIN-0007,AMD-Z-01,2025-09-18,collection_gap
bin,AMD-BIN-0406,AMD-Z-22,2025-09-18,festival_overload
bin,AMD-BIN-0153,AMD-Z-08,2025-09-18,collection_gap
bin,AMD-BIN-0107,AMD-Z-06,2025-09-18,festival_overload
bin,AMD-BIN-0440,AMD-Z-25,2025-09-18,collection_gap
bin,AMD-BIN-0039,AMD-Z-02,2025-09-18,overnight_dumping
bin,AMD-BIN-0140,AMD-Z-07,2025-09-18,illegal_dumping_spike
bin,AMD-BIN-0117,AMD-Z-06,2025-09-18,collection_gap
bin,AMD-BIN-0222,AMD-Z-12,2025-09-19,collection_gap
bin,AMD-BIN-0451,AMD-Z-25,2025-09-19,composition_shift
bin,AMD-BIN-0258,AMD-Z-14,2025-09-19,illegal_dumping_spike
bin,AMD-BIN-0596,AMD-Z-33,2025-09-19,illegal_dumping_spike
bin,AMD-BIN-0360,AMD-Z-20,2025-09-19,composition_shift
bin,AMD-BIN-0330,AMD-Z-18,2025-09-19,illegal_dumping_spike
bin,AMD-BIN-0597,AMD-Z-33,2025-09-19,composition_shift
bin,AMD-BIN-0354,AMD-Z-20,2025-09-19,repeated_overflow
bin,AMD-BIN-0292,AMD-Z-16,2025-09-19,collection_gap
bin,AMD-BIN-0569,AMD-Z-32,2025-09-19,overnight_dumping
bin,AMD-BIN-0091,AMD-Z-05,2025-09-19,collection_gap
bin,AMD-BIN-0007,AMD-Z-01,2025-09-19,collection_gap
bin,AMD-BIN-0196,AMD-Z-11,2025-09-19,illegal_dumping_spike
bin,AMD-BIN-0406,AMD-Z-22,2025-09-19,festival_overload
bin,AMD-BIN-0318,AMD-Z-18,2025-09-19,illegal_dumping_spike
bin,AMD-BIN-0057,AMD-Z-03,2025-09-19,overnight_dumping
bin,AMD-BIN-0107,AMD-Z-06,2025-09-19,festival_overload
bin,AMD-BIN-0440,AMD-Z-25,2025-09-19,collection_gap
bin,AMD-BIN-0598,AMD-Z-33,2025-09-19,repeated_overflow
bin,AMD-BIN-0041,AMD-Z-02,2025-09-19,illegal_dumping_spike
bin,AMD-BIN-0117,AMD-Z-06,2025-09-19,collection_gap
bin,AMD-BIN-0222,AMD-Z-12,2025-09-20,collection_gap
bin,AMD-BIN-0376,AMD-Z-21,2025-09-20,illegal_dumping_spike
bin,AMD-BIN-0360,AMD-Z-20,2025-09-20,composition_shift
bin,AMD-BIN-0597,AMD-Z-33,2025-09-20,composition_shift
bin,AMD-BIN-0354,AMD-Z-20,2025-09-20,repeated_overflow
bin,AMD-BIN-0569,AMD-Z-32,2025-09-20,overnight_dumping
bin,AMD-BIN-0091,AMD-Z-05,2025-09-20,collection_gap
bin,AMD-BIN-0007,AMD-Z-01,2025-09-20,collection_gap
bin,AMD-BIN-0203,AMD-Z-11,2025-09-20,weekend_spike
bin,AMD-BIN-0164,AMD-Z-09,2025-09-20,festival_overload
bin,AMD-BIN-0318,AMD-Z-18,2025-09-20,illegal_dumping_spike
bin,AMD-BIN-0057,AMD-Z-03,2025-09-20,overnight_dumping
bin,AMD-BIN-0130,AMD-Z-07,2025-09-20,festival_overload
bin,AMD-BIN-0598,AMD-Z-33,2025-09-20,repeated_overflow
bin,AMD-BIN-0391,AMD-Z-22,2025-09-20,illegal_dumping_spike
bin,AMD-BIN-0166,AMD-Z-09,2025-09-20,weekend_spike
bin,AMD-BIN-0283,AMD-Z-16,2025-09-20,composition_shift
bin,AMD-BIN-0216,AMD-Z-12,2025-09-20,weekend_spike
bin,AMD-BIN-0222,AMD-Z-12,2025-09-21,collection_gap
bin,AMD-BIN-0376,AMD-Z-21,2025-09-21,illegal_dumping_spike
bin,AMD-BIN-0352,AMD-Z-20,2025-09-21,overnight_dumping
bin,AMD-BIN-0361,AMD-Z-20,2025-09-21,illegal_dumping_spike
bin,AMD-BIN-0073,AMD-Z-04,2025-09-21,overnight_dumping
bin,AMD-BIN-0597,AMD-Z-33,2025-09-21,composition_shift
bin,AMD-BIN-0203,AMD-Z-11,2025-09-21,weekend_spike
bin,AMD-BIN-0170,AMD-Z-09,2025-09-21,composition_shift
bin,AMD-BIN-0177,AMD-Z-10,2025-09-21,collection_gap
bin,AMD-BIN-0457,AMD-Z-26,2025-09-21,overnight_dumping
bin,AMD-BIN-0197,AMD-Z-11,2025-09-21,collection_gap
bin,AMD-BIN-0093,AMD-Z-05,2025-09-21,illegal_dumping_spike
bin,AMD-BIN-0391,AMD-Z-22,2025-09-21,illegal_dumping_spike
bin,AMD-BIN-0440,AMD-Z-25,2025-09-21,composition_shift
bin,AMD-BIN-0260,AMD-Z-14,2025-09-21,illegal_dumping_spike
bin,AMD-BIN-0462,AMD-Z-26,2025-09-21,collection_gap
bin,AMD-BIN-0273,AMD-Z-15,2025-09-21,festival_overload
bin,AMD-BIN-0195,AMD-Z-11,2025-09-21,collection_gap
zone,AMD-Z-03,AMD-Z-03,2025-09-21,zone_surge
bin,AMD-BIN-0571,AMD-Z-32,2025-09-22,composition_shift
bin,AMD-BIN-0222,AMD-Z-12,2025-09-22,collection_gap
bin,AMD-BIN-0352,AMD-Z-20,2025-09-22,overnight_dumping
bin,AMD-BIN-0361,AMD-Z-20,2025-09-22,illegal_dumping_spike
bin,AMD-BIN-0073,AMD-Z-04,2025-09-22,overnight_dumping
bin,AMD-BIN-0016,AMD-Z-01,2025-09-22,overnight_dumping
bin,AMD-BIN-0440,AMD-Z-25,2025-09-22,collection_gap
bin,AMD-BIN-0068,AMD-Z-04,2025-09-22,composition_shift
bin,AMD-BIN-0177,AMD-Z-10,2025-09-22,collection_gap
bin,AMD-BIN-0463,AMD-Z-26,2025-09-22,illegal_dumping_spike
bin,AMD-BIN-0457,AMD-Z-26,2025-09-22,overnight_dumping
bin,AMD-BIN-0197,AMD-Z-11,2025-09-22,collection_gap
bin,AMD-BIN-0093,AMD-Z-05,2025-09-22,illegal_dumping_spike
bin,AMD-BIN-0419,AMD-Z-23,2025-09-22,festival_overload
bin,AMD-BIN-0170,AMD-Z-09,2025-09-22,composition_shift
bin,AMD-BIN-0094,AMD-Z-05,2025-09-22,composition_shift
bin,AMD-BIN-0449,AMD-Z-25,2025-09-22,collection_gap
bin,AMD-BIN-0462,AMD-Z-26,2025-09-22,collection_gap
bin,AMD-BIN-0195,AMD-Z-11,2025-09-22,collection_gap
bin,AMD-BIN-0467,AMD-Z-26,2025-09-23,repeated_overflow
bin,AMD-BIN-0571,AMD-Z-32,2025-09-23,composition_shift
bin,AMD-BIN-0570,AMD-Z-32,2025-09-23,collection_gap
bin,AMD-BIN-0375,AMD-Z-21,2025-09-23,illegal_dumping_spike
bin,AMD-BIN-0278,AMD-Z-15,2025-09-23,composition_shift
bin,AMD-BIN-0440,AMD-Z-25,2025-09-23,collection_gap
bin,AMD-BIN-0266,AMD-Z-15,2025-09-23,illegal_dumping_spike
bin,AMD-BIN-0177,AMD-Z-10,2025-09-23,collection_gap
bin,AMD-BIN-0463,AMD-Z-26,2025-09-23,illegal_dumping_spike
bin,AMD-BIN-0354,AMD-Z-20,2025-09-23,collection_gap
bin,AMD-BIN-0197,AMD-Z-11,2025-09-23,collection_gap
bin,AMD-BIN-0521,AMD-Z-29,2025-09-23,illegal_dumping_spike
bin,AMD-BIN-0170,AMD-Z-09,2025-09-23,composition_shift
bin,AMD-BIN-0449,AMD-Z-25,2025-09-23,collection_gap
bin,AMD-BIN-0195,AMD-Z-11,2025-09-23,collection_gap
bin,AMD-BIN-0136,AMD-Z-07,2025-09-24,overnight_dumping
bin,AMD-BIN-0467,AMD-Z-26,2025-09-24,repeated_overflow
bin,AMD-BIN-0328,AMD-Z-18,2025-09-24,collection_gap
bin,AMD-BIN-0571,AMD-Z-32,2025-09-24,composition_shift
bin,AMD-BIN-0199,AMD-Z-11,2025-09-24,collection_gap
bin,AMD-BIN-0570,AMD-Z-32,2025-09-24,collection_gap
bin,AMD-BIN-0575,AMD-Z-32,2025-09-24,illegal_dumping_spike
bin,AMD-BIN-0591,AMD-Z-33,2025-09-24,illegal_dumping_spike
bin,AMD-BIN-0564,AMD-Z-31,2025-09-24,festival_overload
bin,AMD-BIN-0423,AMD-Z-24,2025-09-24,repeated_overflow
bin,AMD-BIN-0278,AMD-Z-15,2025-09-24,composition_shift
bin,AMD-BIN-0016,AMD-Z-01,2025-09-24,illegal_dumping_spike
